step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
38800,635699200,1.199842e+16,5.631295,5.629224,5.589476
38900,637337600,1.202934e+16,5.600354,5.628715,5.585341
39000,638976000,1.206027e+16,5.629929,5.630201,5.587989
39100,640614400,1.209119e+16,5.594244,5.623990,5.579959
39200,642252800,1.212212e+16,5.611888,5.620372,5.576266
39300,643891200,1.215304e+16,5.615281,5.629212,5.581817
39400,645529600,1.218396e+16,5.588054,5.622744,5.578628
39500,647168000,1.221489e+16,5.604698,5.610819,5.565786
39600,648806400,1.224581e+16,5.595961,5.624213,5.573881
39700,650444800,1.227673e+16,5.565126,5.622285,5.576443
39800,652083200,1.230766e+16,5.600409,5.625290,5.577133
39900,653721600,1.233858e+16,5.605903,5.612434,5.567566
40000,655360000,1.236951e+16,5.592017,5.617535,5.566439
40100,656998400,1.240043e+16,5.590169,5.621632,5.570294
40200,658636800,1.243135e+16,5.595088,5.613101,5.564800
40300,660275200,1.246228e+16,5.595684,5.610751,5.565146
40400,661913600,1.249320e+16,5.597415,5.616823,5.568841
40500,663552000,1.252412e+16,5.571105,5.599485,5.557023
40600,665190400,1.255505e+16,5.586727,5.601724,5.556371
40700,666828800,1.258597e+16,5.589271,5.597739,5.551195
40800,668467200,1.261690e+16,5.570382,5.596517,5.550766
40900,670105600,1.264782e+16,5.602696,5.594399,5.550210
41000,671744000,1.267874e+16,5.589510,5.599067,5.548884
41100,673382400,1.270967e+16,5.582480,5.596133,5.546099
41200,675020800,1.274059e+16,5.570222,5.589530,5.542377
41300,676659200,1.277151e+16,5.598503,5.596190,5.545439
41400,678297600,1.280244e+16,5.587742,5.590842,5.543794
41500,679936000,1.283336e+16,5.581145,5.598493,5.551015
41600,681574400,1.286429e+16,5.588806,5.589538,5.545019
41700,683212800,1.289521e+16,5.568048,5.587591,5.543972
41800,684851200,1.292613e+16,5.570498,5.588448,5.539881
41900,686489600,1.295706e+16,5.594667,5.590292,5.536092
42000,688128000,1.298798e+16,5.579491,5.592142,5.539711
42100,689766400,1.301890e+16,5.561781,5.588135,5.538841
42200,691404800,1.304983e+16,5.570332,5.586842,5.537239
42300,693043200,1.308075e+16,5.557169,5.574588,5.526458
42400,694681600,1.311168e+16,5.578156,5.576860,5.528164
42500,696320000,1.314260e+16,5.551672,5.572801,5.523276
42600,697958400,1.317352e+16,5.544793,5.573955,5.524171
42700,699596800,1.320445e+16,5.537579,5.571858,5.524585
42800,701235200,1.323537e+16,5.546664,5.581186,5.533301
42900,702873600,1.326629e+16,5.553886,5.566317,5.521875
43000,704512000,1.329722e+16,5.576568,5.561560,5.516029
43100,706150400,1.332814e+16,5.561357,5.566937,5.518384
43200,707788800,1.335907e+16,5.559762,5.564421,5.520098
43300,709427200,1.338999e+16,5.533857,5.558533,5.512065
43400,711065600,1.342091e+16,5.542520,5.566381,5.519711
43500,712704000,1.345184e+16,5.533835,5.560103,5.514108
43600,714342400,1.348276e+16,5.569769,5.554255,5.511161
43700,715980800,1.351369e+16,5.544435,5.554989,5.512973
43800,717619200,1.354461e+16,5.550790,5.545093,5.504355
43900,719257600,1.357553e+16,5.560895,5.540837,5.500711
44000,720896000,1.360646e+16,5.533324,5.546227,5.501469
44100,722534400,1.363738e+16,5.518001,5.542265,5.499841
44200,724172800,1.366830e+16,5.509834,5.535414,5.494867
44300,725811200,1.369923e+16,5.519979,5.534443,5.493908
44400,727449600,1.373015e+16,5.527996,5.543604,5.497995
